,Unnamed: 0,year,state,quarter,name,type,count,amount
7680,4,2018,Odisha,q2,kalahandi district,TOTAL,127537,110202063
7681,5,2018,Odisha,q2,anugul district,TOTAL,239863,251270633
7682,6,2018,Odisha,q2,ganjam district,TOTAL,516556,659317553
7683,7,2018,Odisha,q2,jajapur district,TOTAL,516443,374915596
7684,8,2018,Odisha,q2,bargarh district,TOTAL,148693,142274688
7685,9,2018,Odisha,q2,dhenkanal district,TOTAL,250503,196983337
7686,10,2018,Odisha,q2,bhadrak district,TOTAL,401149,370601551
7687,11,2018,Odisha,q2,nuapada district,TOTAL,28460,31977888
7688,12,2018,Odisha,q2,kendujhar district,TOTAL,354756,396095823
7689,13,2018,Odisha,q2,mayurbhanj district,TOTAL,309322,308804359
7690,14,2018,Odisha,q2,jharsuguda district,TOTAL,122539,200645040
7691,15,2018,Odisha,q2,kandhamal district,TOTAL,42540,53127566
7692,16,2018,Odisha,q2,deogarh district,TOTAL,27938,25744656
7693,17,2018,Odisha,q2,sundargarh district,TOTAL,261219,347365611
7694,18,2018,Odisha,q2,jagatsinghapur district,TOTAL,352035,213321220
7695,19,2018,Odisha,q2,balangir district,TOTAL,184848,225892711
7696,20,2018,Odisha,q2,baleshwar district,TOTAL,711772,628176566
7697,21,2018,Odisha,q2,puri district,TOTAL,399081,317753882
7698,22,2018,Odisha,q2,sonepur district,TOTAL,100367,72953023
7699,23,2018,Odisha,q2,khordha district,TOTAL,1344202,1738879067
7700,24,2018,Odisha,q2,boudh district,TOTAL,35158,30803139
7701,25,2018,Odisha,q2,gajapati district,TOTAL,34342,53091302
7702,26,2018,Odisha,q2,nayagarh district,TOTAL,271194,186571949
7703,27,2018,Odisha,q2,nabarangpur district,TOTAL,42799,70788054
7704,28,2018,Odisha,q2,kendrapara district,TOTAL,253791,205735327
7705,29,2018,Odisha,q2,cuttack district,TOTAL,703794,703532193
7706,0,2018,Odisha,q3,rayagada district,TOTAL,153782,221366404
7707,1,2018,Odisha,q3,koraput district,TOTAL,190128,309493418
7708,2,2018,Odisha,q3,malkangiri district,TOTAL,33813,66126775
7709,3,2018,Odisha,q3,sambalpur district,TOTAL,516882,509785807
7710,4,2018,Odisha,q3,kalahandi district,TOTAL,317849,275641643
7711,5,2018,Odisha,q3,anugul district,TOTAL,788980,629540966
7712,6,2018,Odisha,q3,ganjam district,TOTAL,1634313,1488758261
7713,7,2018,Odisha,q3,jajapur district,TOTAL,1897103,1217205291
7714,8,2018,Odisha,q3,bargarh district,TOTAL,475249,355106412
7715,9,2018,Odisha,q3,dhenkanal district,TOTAL,1546536,893325823
7716,10,2018,Odisha,q3,bhadrak district,TOTAL,1431437,1105939241
7717,11,2018,Odisha,q3,nuapada district,TOTAL,71512,88353387
7718,12,2018,Odisha,q3,kendujhar district,TOTAL,1247010,1007991208
7719,13,2018,Odisha,q3,mayurbhanj district,TOTAL,1007920,778424664
7720,14,2018,Odisha,q3,jharsuguda district,TOTAL,295910,500399018
7721,15,2018,Odisha,q3,kandhamal district,TOTAL,86499,102126789
7722,16,2018,Odisha,q3,deogarh district,TOTAL,79892,62546409
7723,17,2018,Odisha,q3,sundargarh district,TOTAL,607564,679466472
7724,18,2018,Odisha,q3,jagatsinghapur district,TOTAL,914194,602444547
7725,19,2018,Odisha,q3,balangir district,TOTAL,398755,451445684
7726,20,2018,Odisha,q3,baleshwar district,TOTAL,3746440,2480538495
7727,21,2018,Odisha,q3,puri district,TOTAL,1434318,948651182
7728,22,2018,Odisha,q3,sonepur district,TOTAL,430291,286967512
7729,23,2018,Odisha,q3,khordha district,TOTAL,5333443,4389717267
7730,24,2018,Odisha,q3,boudh district,TOTAL,142876,101294236
7731,25,2018,Odisha,q3,gajapati district,TOTAL,88201,99259597
7732,26,2018,Odisha,q3,nayagarh district,TOTAL,1140437,672431075
7733,27,2018,Odisha,q3,nabarangpur district,TOTAL,74791,131705572
7734,28,2018,Odisha,q3,kendrapara district,TOTAL,940408,590088340
7735,29,2018,Odisha,q3,cuttack district,TOTAL,3025622,2048374280
7736,0,2018,Odisha,q4,rayagada district,TOTAL,210620,375733700
7737,1,2018,Odisha,q4,koraput district,TOTAL,217814,450336284
7738,2,2018,Odisha,q4,malkangiri district,TOTAL,48825,111333626
7739,3,2018,Odisha,q4,sambalpur district,TOTAL,496780,656698192
7740,4,2018,Odisha,q4,kalahandi district,TOTAL,319594,366703032
7741,5,2018,Odisha,q4,anugul district,TOTAL,603596,741924970
7742,6,2018,Odisha,q4,ganjam district,TOTAL,1402146,1733900622
7743,7,2018,Odisha,q4,jajapur district,TOTAL,1228698,1110622397
7744,8,2018,Odisha,q4,bargarh district,TOTAL,368823,397273620
7745,9,2018,Odisha,q4,dhenkanal district,TOTAL,736715,606485615
7746,10,2018,Odisha,q4,bhadrak district,TOTAL,1048520,1040836292
7747,11,2018,Odisha,q4,nuapada district,TOTAL,83272,129383880
7748,12,2018,Odisha,q4,kendujhar district,TOTAL,774382,951193275
7749,13,2018,Odisha,q4,mayurbhanj district,TOTAL,671390,709208197
7750,14,2018,Odisha,q4,jharsuguda district,TOTAL,361836,635778678
7751,15,2018,Odisha,q4,kandhamal district,TOTAL,105832,170201070
7752,16,2018,Odisha,q4,deogarh district,TOTAL,78808,79524192
7753,17,2018,Odisha,q4,sundargarh district,TOTAL,620461,942930576
7754,18,2018,Odisha,q4,jagatsinghapur district,TOTAL,729403,588561102
7755,19,2018,Odisha,q4,balangir district,TOTAL,369543,559763676
7756,20,2018,Odisha,q4,baleshwar district,TOTAL,1996845,1819634444
7757,21,2018,Odisha,q4,puri district,TOTAL,1076748,919852799
7758,22,2018,Odisha,q4,sonepur district,TOTAL,238162,248817917
7759,23,2018,Odisha,q4,khordha district,TOTAL,4036038,4756776454
7760,24,2018,Odisha,q4,boudh district,TOTAL,112170,116282926
7761,25,2018,Odisha,q4,gajapati district,TOTAL,87088,135906778
7762,26,2018,Odisha,q4,nayagarh district,TOTAL,568477,432441659
7763,27,2018,Odisha,q4,nabarangpur district,TOTAL,90414,185807459
7764,28,2018,Odisha,q4,kendrapara district,TOTAL,636115,555486338
7765,29,2018,Odisha,q4,cuttack district,TOTAL,1823683,1900469800
7766,0,2019,Odisha,q1,rayagada district,TOTAL,340244,595120420
7767,1,2019,Odisha,q1,koraput district,TOTAL,316520,630823036
7768,2,2019,Odisha,q1,malkangiri district,TOTAL,70405,160691431
7769,3,2019,Odisha,q1,sambalpur district,TOTAL,895013,918259581
7770,4,2019,Odisha,q1,kalahandi district,TOTAL,431549,586265032
7771,5,2019,Odisha,q1,anugul district,TOTAL,1023176,1083105252
7772,6,2019,Odisha,q1,ganjam district,TOTAL,2226839,2660856143
7773,7,2019,Odisha,q1,jajapur district,TOTAL,2005354,1597716033
7774,8,2019,Odisha,q1,bargarh district,TOTAL,461241,528962055
7775,9,2019,Odisha,q1,dhenkanal district,TOTAL,1112474,855542151
7776,10,2019,Odisha,q1,bhadrak district,TOTAL,1224209,1137735927
7777,11,2019,Odisha,q1,nuapada district,TOTAL,108374,179419439
7778,12,2019,Odisha,q1,kendujhar district,TOTAL,1099272,1219690307
7779,13,2019,Odisha,q1,mayurbhanj district,TOTAL,839604,818274530
7780,14,2019,Odisha,q1,jharsuguda district,TOTAL,564885,714563396
7781,15,2019,Odisha,q1,kandhamal district,TOTAL,162039,223691662
7782,16,2019,Odisha,q1,deogarh district,TOTAL,115802,116546935
7783,17,2019,Odisha,q1,sundargarh district,TOTAL,923180,1246173001
7784,18,2019,Odisha,q1,jagatsinghapur district,TOTAL,1002784,836101926
7785,19,2019,Odisha,q1,balangir district,TOTAL,508744,735304022
7786,20,2019,Odisha,q1,baleshwar district,TOTAL,2052883,1780121523
7787,21,2019,Odisha,q1,puri district,TOTAL,1300890,1292024780
7788,22,2019,Odisha,q1,sonepur district,TOTAL,280808,316438049
7789,23,2019,Odisha,q1,khordha district,TOTAL,9928652,10292381464
7790,24,2019,Odisha,q1,boudh district,TOTAL,172499,182312483
7791,25,2019,Odisha,q1,gajapati district,TOTAL,167455,244816782
7792,26,2019,Odisha,q1,nayagarh district,TOTAL,755115,600356134
7793,27,2019,Odisha,q1,nabarangpur district,TOTAL,144603,281842707
7794,28,2019,Odisha,q1,kendrapara district,TOTAL,953388,845608922
7795,29,2019,Odisha,q1,cuttack district,TOTAL,2843941,2746382808
7796,0,2019,Odisha,q2,rayagada district,TOTAL,280709,656526618
7797,1,2019,Odisha,q2,koraput district,TOTAL,264946,697680672
7798,2,2019,Odisha,q2,malkangiri district,TOTAL,63662,163577949
7799,3,2019,Odisha,q2,sambalpur district,TOTAL,555196,876350026
7800,4,2019,Odisha,q2,kalahandi district,TOTAL,313155,566971136
7801,5,2019,Odisha,q2,anugul district,TOTAL,656270,1100526634
7802,6,2019,Odisha,q2,ganjam district,TOTAL,1557000,2952122343
7803,7,2019,Odisha,q2,jajapur district,TOTAL,1116157,1615320702
7804,8,2019,Odisha,q2,bargarh district,TOTAL,307078,521508062
7805,9,2019,Odisha,q2,dhenkanal district,TOTAL,599263,794892140
7806,10,2019,Odisha,q2,bhadrak district,TOTAL,793895,1136520160
7807,11,2019,Odisha,q2,nuapada district,TOTAL,85666,183804523
7808,12,2019,Odisha,q2,kendujhar district,TOTAL,778337,1270398763
7809,13,2019,Odisha,q2,mayurbhanj district,TOTAL,579915,822899499
7810,14,2019,Odisha,q2,jharsuguda district,TOTAL,379831,720310011
7811,15,2019,Odisha,q2,kandhamal district,TOTAL,122464,238768483
7812,16,2019,Odisha,q2,deogarh district,TOTAL,72026,116813754
7813,17,2019,Odisha,q2,sundargarh district,TOTAL,769791,1356881694
7814,18,2019,Odisha,q2,jagatsinghapur district,TOTAL,575539,819445699
7815,19,2019,Odisha,q2,balangir district,TOTAL,347205,692317084
7816,20,2019,Odisha,q2,baleshwar district,TOTAL,1260994,1740194784
7817,21,2019,Odisha,q2,puri district,TOTAL,808325,1052200875
7818,22,2019,Odisha,q2,sonepur district,TOTAL,177313,309467845
7819,23,2019,Odisha,q2,khordha district,TOTAL,13339889,19006076643
7820,24,2019,Odisha,q2,boudh district,TOTAL,104159,155807378
7821,25,2019,Odisha,q2,gajapati district,TOTAL,135005,282761898
7822,26,2019,Odisha,q2,nayagarh district,TOTAL,478845,591354096
7823,27,2019,Odisha,q2,nabarangpur district,TOTAL,111246,270059799
7824,28,2019,Odisha,q2,kendrapara district,TOTAL,588898,847545177
7825,29,2019,Odisha,q2,cuttack district,TOTAL,2289245,3195750424
7826,0,2019,Odisha,q3,rayagada district,TOTAL,376394,767666277
7827,1,2019,Odisha,q3,koraput district,TOTAL,353450,819578530
7828,2,2019,Odisha,q3,malkangiri district,TOTAL,89976,196389556
7829,3,2019,Odisha,q3,sambalpur district,TOTAL,753215,1086288717
7830,4,2019,Odisha,q3,kalahandi district,TOTAL,409951,705204074
7831,5,2019,Odisha,q3,anugul district,TOTAL,916878,1372415071
7832,6,2019,Odisha,q3,ganjam district,TOTAL,1689894,3154919760
7833,7,2019,Odisha,q3,jajapur district,TOTAL,1763488,2029201893
7834,8,2019,Odisha,q3,bargarh district,TOTAL,399644,634553845
7835,9,2019,Odisha,q3,dhenkanal district,TOTAL,798967,949131450
7836,10,2019,Odisha,q3,bhadrak district,TOTAL,1061299,1329983573
7837,11,2019,Odisha,q3,nuapada district,TOTAL,109425,218116600
7838,12,2019,Odisha,q3,kendujhar district,TOTAL,1226918,1617148719
7839,13,2019,Odisha,q3,mayurbhanj district,TOTAL,694198,923239649
7840,14,2019,Odisha,q3,jharsuguda district,TOTAL,471902,850967439
7841,15,2019,Odisha,q3,kandhamal district,TOTAL,153216,281375741
7842,16,2019,Odisha,q3,deogarh district,TOTAL,80214,128900414
7843,17,2019,Odisha,q3,sundargarh district,TOTAL,1085480,1653794140
7844,18,2019,Odisha,q3,jagatsinghapur district,TOTAL,851671,1026487176
7845,19,2019,Odisha,q3,balangir district,TOTAL,449364,855603216
7846,20,2019,Odisha,q3,baleshwar district,TOTAL,1845986,2136997579
7847,21,2019,Odisha,q3,puri district,TOTAL,1500762,1624951778
7848,22,2019,Odisha,q3,sonepur district,TOTAL,264052,362861784
7849,23,2019,Odisha,q3,khordha district,TOTAL,18364742,25509656902
7850,24,2019,Odisha,q3,boudh district,TOTAL,163537,197907022
7851,25,2019,Odisha,q3,gajapati district,TOTAL,177790,305317973
7852,26,2019,Odisha,q3,nayagarh district,TOTAL,634614,719659519
7853,27,2019,Odisha,q3,nabarangpur district,TOTAL,154122,326011025
7854,28,2019,Odisha,q3,kendrapara district,TOTAL,734359,980897393
7855,29,2019,Odisha,q3,cuttack district,TOTAL,3846764,4539350541
7856,0,2019,Odisha,q4,rayagada district,TOTAL,550178,1109322133
7857,1,2019,Odisha,q4,koraput district,TOTAL,494293,1209747441
7858,2,2019,Odisha,q4,malkangiri district,TOTAL,133235,322448354
7859,3,2019,Odisha,q4,sambalpur district,TOTAL,1116191,1490849496
7860,4,2019,Odisha,q4,kalahandi district,TOTAL,639494,1028034741
7861,5,2019,Odisha,q4,anugul district,TOTAL,1366993,1943880256
7862,6,2019,Odisha,q4,ganjam district,TOTAL,2682447,4526321216
7863,7,2019,Odisha,q4,jajapur district,TOTAL,2717947,2951249576
7864,8,2019,Odisha,q4,bargarh district,TOTAL,713094,951985690
7865,9,2019,Odisha,q4,dhenkanal district,TOTAL,1550560,1418903994
7866,10,2019,Odisha,q4,bhadrak district,TOTAL,1978353,1972793937
7867,11,2019,Odisha,q4,nuapada district,TOTAL,167314,340951305
7868,12,2019,Odisha,q4,kendujhar district,TOTAL,2031166,2048009648
7869,13,2019,Odisha,q4,mayurbhanj district,TOTAL,1161522,1247673918
7870,14,2019,Odisha,q4,jharsuguda district,TOTAL,652637,1157694299
7871,15,2019,Odisha,q4,kandhamal district,TOTAL,233830,413746856
7872,16,2019,Odisha,q4,deogarh district,TOTAL,129619,186540868
7873,17,2019,Odisha,q4,sundargarh district,TOTAL,1500297,2290633493
7874,18,2019,Odisha,q4,jagatsinghapur district,TOTAL,1335182,1488084640
7875,19,2019,Odisha,q4,balangir district,TOTAL,687750,1280487372
7876,20,2019,Odisha,q4,baleshwar district,TOTAL,3904913,2998071243
7877,21,2019,Odisha,q4,puri district,TOTAL,2203098,2409106457
7878,22,2019,Odisha,q4,sonepur district,TOTAL,496342,541430418
7879,23,2019,Odisha,q4,khordha district,TOTAL,27477393,34227232122
7880,24,2019,Odisha,q4,boudh district,TOTAL,254637,312738553
7881,25,2019,Odisha,q4,gajapati district,TOTAL,251711,458723676
7882,26,2019,Odisha,q4,nayagarh district,TOTAL,1216377,1112909587
7883,27,2019,Odisha,q4,nabarangpur district,TOTAL,225429,577013732
7884,28,2019,Odisha,q4,kendrapara district,TOTAL,1340023,1483548006
7885,29,2019,Odisha,q4,cuttack district,TOTAL,5783608,6269240607
7886,0,2020,Odisha,q1,rayagada district,TOTAL,663128,1477428119
7887,1,2020,Odisha,q1,koraput district,TOTAL,592534,1499069454
7888,2,2020,Odisha,q1,malkangiri district,TOTAL,181586,470844271
7889,3,2020,Odisha,q1,sambalpur district,TOTAL,1113759,1737396144
7890,4,2020,Odisha,q1,kalahandi district,TOTAL,664969,1321645511
7891,5,2020,Odisha,q1,anugul district,TOTAL,1176601,2199325035
7892,6,2020,Odisha,q1,ganjam district,TOTAL,2622872,5351713625
7893,7,2020,Odisha,q1,jajapur district,TOTAL,2166952,3390103391
7894,8,2020,Odisha,q1,bargarh district,TOTAL,589393,1108945715
7895,9,2020,Odisha,q1,dhenkanal district,TOTAL,1043514,1661118753
7896,10,2020,Odisha,q1,bhadrak district,TOTAL,1450538,2346314618
7897,11,2020,Odisha,q1,nuapada district,TOTAL,185560,449826625
7898,12,2020,Odisha,q1,kendujhar district,TOTAL,1413416,2398684450
7899,13,2020,Odisha,q1,mayurbhanj district,TOTAL,1016860,1482459557
7900,14,2020,Odisha,q1,jharsuguda district,TOTAL,700840,1269976277
7901,15,2020,Odisha,q1,kandhamal district,TOTAL,243339,464298902
7902,16,2020,Odisha,q1,deogarh district,TOTAL,124611,248576106
7903,17,2020,Odisha,q1,sundargarh district,TOTAL,1644012,2694884104
7904,18,2020,Odisha,q1,jagatsinghapur district,TOTAL,1127051,1771679500
7905,19,2020,Odisha,q1,balangir district,TOTAL,683817,1531878719
7906,20,2020,Odisha,q1,baleshwar district,TOTAL,2303973,3252830643
7907,21,2020,Odisha,q1,puri district,TOTAL,1788019,2673428317
7908,22,2020,Odisha,q1,sonepur district,TOTAL,322992,678233300
7909,23,2020,Odisha,q1,khordha district,TOTAL,23152370,39755139239
7910,24,2020,Odisha,q1,boudh district,TOTAL,195704,417335078
7911,25,2020,Odisha,q1,gajapati district,TOTAL,313975,639923543
7912,26,2020,Odisha,q1,nayagarh district,TOTAL,808455,1259172559
7913,27,2020,Odisha,q1,nabarangpur district,TOTAL,284539,787100587
7914,28,2020,Odisha,q1,kendrapara district,TOTAL,1082408,1775004060
7915,29,2020,Odisha,q1,cuttack district,TOTAL,4024520,5842461997
7916,0,2020,Odisha,q2,rayagada district,TOTAL,729797,1650075972
7917,1,2020,Odisha,q2,koraput district,TOTAL,701471,1684147260
7918,2,2020,Odisha,q2,malkangiri district,TOTAL,237062,505736982
7919,3,2020,Odisha,q2,sambalpur district,TOTAL,1027708,1711599707
7920,4,2020,Odisha,q2,kalahandi district,TOTAL,809132,1488536210
7921,5,2020,Odisha,q2,anugul district,TOTAL,1343647,2479132334
7922,6,2020,Odisha,q2,ganjam district,TOTAL,2890005,5465974236
7923,7,2020,Odisha,q2,jajapur district,TOTAL,2289121,3594755068
7924,8,2020,Odisha,q2,bargarh district,TOTAL,691248,1303406945
7925,9,2020,Odisha,q2,dhenkanal district,TOTAL,1131904,1842085944
7926,10,2020,Odisha,q2,bhadrak district,TOTAL,1596539,2600823926
7927,11,2020,Odisha,q2,nuapada district,TOTAL,242495,513555458
7928,12,2020,Odisha,q2,kendujhar district,TOTAL,1613148,2773560565
7929,13,2020,Odisha,q2,mayurbhanj district,TOTAL,1179036,1742769227
7930,14,2020,Odisha,q2,jharsuguda district,TOTAL,827189,1432120074
7931,15,2020,Odisha,q2,kandhamal district,TOTAL,352412,637452864
7932,16,2020,Odisha,q2,deogarh district,TOTAL,159575,292751431
7933,17,2020,Odisha,q2,sundargarh district,TOTAL,1703737,2767383295
7934,18,2020,Odisha,q2,jagatsinghapur district,TOTAL,1319261,2052533022
7935,19,2020,Odisha,q2,balangir district,TOTAL,810788,1606404798
7936,20,2020,Odisha,q2,baleshwar district,TOTAL,2140956,3546636202
7937,21,2020,Odisha,q2,puri district,TOTAL,1909766,2861457531
7938,22,2020,Odisha,q2,sonepur district,TOTAL,340991,726143281
7939,23,2020,Odisha,q2,khordha district,TOTAL,16842715,34814877058
7940,24,2020,Odisha,q2,boudh district,TOTAL,215816,477555378
7941,25,2020,Odisha,q2,gajapati district,TOTAL,338142,705704082
7942,26,2020,Odisha,q2,nayagarh district,TOTAL,937866,1462497686
7943,27,2020,Odisha,q2,nabarangpur district,TOTAL,349727,831289714
7944,28,2020,Odisha,q2,kendrapara district,TOTAL,1332607,2031155809
7945,29,2020,Odisha,q2,cuttack district,TOTAL,3964715,6130914551
7946,0,2020,Odisha,q3,rayagada district,TOTAL,940395,2171461863
7947,1,2020,Odisha,q3,koraput district,TOTAL,892903,2239193172
7948,2,2020,Odisha,q3,malkangiri district,TOTAL,279070,656924030
7949,3,2020,Odisha,q3,sambalpur district,TOTAL,1337354,2335225267
7950,4,2020,Odisha,q3,kalahandi district,TOTAL,963695,1807514657
7951,5,2020,Odisha,q3,anugul district,TOTAL,1744600,3343482976
7952,6,2020,Odisha,q3,ganjam district,TOTAL,3839868,7953863605
7953,7,2020,Odisha,q3,jajapur district,TOTAL,2999596,5158572435
7954,8,2020,Odisha,q3,bargarh district,TOTAL,830854,1694097975
7955,9,2020,Odisha,q3,dhenkanal district,TOTAL,1383673,2367632361
7956,10,2020,Odisha,q3,bhadrak district,TOTAL,2028722,3426773015
7957,11,2020,Odisha,q3,nuapada district,TOTAL,274431,614356416
7958,12,2020,Odisha,q3,kendujhar district,TOTAL,2057809,3776890615
7959,13,2020,Odisha,q3,mayurbhanj district,TOTAL,1442159,2333381597
7960,14,2020,Odisha,q3,jharsuguda district,TOTAL,1058263,1905020609
7961,15,2020,Odisha,q3,kandhamal district,TOTAL,642484,1335599298
7962,16,2020,Odisha,q3,deogarh district,TOTAL,183525,361669509
7963,17,2020,Odisha,q3,sundargarh district,TOTAL,2196403,3933817517
7964,18,2020,Odisha,q3,jagatsinghapur district,TOTAL,1718846,2892836563
7965,19,2020,Odisha,q3,balangir district,TOTAL,985190,2034115763
7966,20,2020,Odisha,q3,baleshwar district,TOTAL,2923704,5216210715
7967,21,2020,Odisha,q3,puri district,TOTAL,2508367,3947100295
7968,22,2020,Odisha,q3,sonepur district,TOTAL,381251,809172723
7969,23,2020,Odisha,q3,khordha district,TOTAL,23387123,44638448274
7970,24,2020,Odisha,q3,boudh district,TOTAL,254628,545058074
7971,25,2020,Odisha,q3,gajapati district,TOTAL,438029,1022242584
7972,26,2020,Odisha,q3,nayagarh district,TOTAL,1150471,1872504495
7973,27,2020,Odisha,q3,nabarangpur district,TOTAL,410817,953944776
7974,28,2020,Odisha,q3,kendrapara district,TOTAL,1718709,2843601668
7975,29,2020,Odisha,q3,cuttack district,TOTAL,5060890,8273230958
7976,0,2020,Odisha,q4,rayagada district,TOTAL,1437322,3505981077
7977,1,2020,Odisha,q4,koraput district,TOTAL,1326213,3682341020
7978,2,2020,Odisha,q4,malkangiri district,TOTAL,396989,1080034767
7979,3,2020,Odisha,q4,sambalpur district,TOTAL,2041120,3856932279
7980,4,2020,Odisha,q4,kalahandi district,TOTAL,1385646,2970301992
7981,5,2020,Odisha,q4,anugul district,TOTAL,2566879,5376845658
7982,6,2020,Odisha,q4,ganjam district,TOTAL,5759948,13253685788
7983,7,2020,Odisha,q4,jajapur district,TOTAL,4383403,8064953082
7984,8,2020,Odisha,q4,bargarh district,TOTAL,1229675,2760170987
7985,9,2020,Odisha,q4,dhenkanal district,TOTAL,2043208,3880815794
7986,10,2020,Odisha,q4,bhadrak district,TOTAL,2820751,5186943316
7987,11,2020,Odisha,q4,nuapada district,TOTAL,394157,991560207
7988,12,2020,Odisha,q4,kendujhar district,TOTAL,2911896,5952433267
7989,13,2020,Odisha,q4,mayurbhanj district,TOTAL,1986570,3615645138
7990,14,2020,Odisha,q4,jharsuguda district,TOTAL,1564404,2963828411
7991,15,2020,Odisha,q4,kandhamal district,TOTAL,771916,1759108070
7992,16,2020,Odisha,q4,deogarh district,TOTAL,253750,570948135
7993,17,2020,Odisha,q4,sundargarh district,TOTAL,3330883,6393696706
7994,18,2020,Odisha,q4,jagatsinghapur district,TOTAL,2391216,4334522915
7995,19,2020,Odisha,q4,balangir district,TOTAL,1460921,3399486807
7996,20,2020,Odisha,q4,baleshwar district,TOTAL,3989220,7694990828
7997,21,2020,Odisha,q4,puri district,TOTAL,3709394,6257350469
7998,22,2020,Odisha,q4,sonepur district,TOTAL,538383,1256084563
7999,23,2020,Odisha,q4,khordha district,TOTAL,30354832,54573862958
8000,24,2020,Odisha,q4,boudh district,TOTAL,354223,843923194
8001,25,2020,Odisha,q4,gajapati district,TOTAL,659640,1686082695
8002,26,2020,Odisha,q4,nayagarh district,TOTAL,1672589,2988260896
8003,27,2020,Odisha,q4,nabarangpur district,TOTAL,587880,1638158378
8004,28,2020,Odisha,q4,kendrapara district,TOTAL,2352689,4247755012
8005,29,2020,Odisha,q4,cuttack district,TOTAL,7649233,13515958605
8006,0,2021,Odisha,q1,rayagada district,TOTAL,1580304,3857572984
8007,1,2021,Odisha,q1,koraput district,TOTAL,1411047,3878359742
8008,2,2021,Odisha,q1,malkangiri district,TOTAL,417372,1292715033
8009,3,2021,Odisha,q1,sambalpur district,TOTAL,2362934,4327629132
8010,4,2021,Odisha,q1,kalahandi district,TOTAL,1524147,3607832701
8011,5,2021,Odisha,q1,anugul district,TOTAL,2688530,5923776583
8012,6,2021,Odisha,q1,ganjam district,TOTAL,5849764,13763037683
8013,7,2021,Odisha,q1,jajapur district,TOTAL,4602753,8875206797
8014,8,2021,Odisha,q1,bargarh district,TOTAL,1326870,3151903069
8015,9,2021,Odisha,q1,dhenkanal district,TOTAL,2198973,4435108999
8016,10,2021,Odisha,q1,bhadrak district,TOTAL,2838067,5913171363
8017,11,2021,Odisha,q1,nuapada district,TOTAL,434130,1190057735
8018,12,2021,Odisha,q1,kendujhar district,TOTAL,3023651,6672384144
8019,13,2021,Odisha,q1,mayurbhanj district,TOTAL,2086266,4060942530
8020,14,2021,Odisha,q1,jharsuguda district,TOTAL,1727405,3272554634
8021,15,2021,Odisha,q1,kandhamal district,TOTAL,1058055,2241356872
8022,16,2021,Odisha,q1,deogarh district,TOTAL,253699,623754966
8023,17,2021,Odisha,q1,sundargarh district,TOTAL,3591361,7002917727
8024,18,2021,Odisha,q1,jagatsinghapur district,TOTAL,2373105,4667403004
8025,19,2021,Odisha,q1,balangir district,TOTAL,1609575,3913234688
8026,20,2021,Odisha,q1,baleshwar district,TOTAL,4262593,8799570177
8027,21,2021,Odisha,q1,puri district,TOTAL,3904605,7057319530
8028,22,2021,Odisha,q1,sonepur district,TOTAL,590256,1586903874
8029,23,2021,Odisha,q1,khordha district,TOTAL,45765876,75722041313
8030,24,2021,Odisha,q1,boudh district,TOTAL,381445,1050296820
8031,25,2021,Odisha,q1,gajapati district,TOTAL,690416,1790861202
8032,26,2021,Odisha,q1,nayagarh district,TOTAL,1668288,3171144817
8033,27,2021,Odisha,q1,nabarangpur district,TOTAL,629994,1939648037
8034,28,2021,Odisha,q1,kendrapara district,TOTAL,2318945,4742223587
8035,29,2021,Odisha,q1,cuttack district,TOTAL,8289932,14866806447
8036,0,2021,Odisha,q2,rayagada district,TOTAL,1923410,4490127256
8037,1,2021,Odisha,q2,koraput district,TOTAL,1819616,4735541771
8038,2,2021,Odisha,q2,malkangiri district,TOTAL,536483,1533587671
8039,3,2021,Odisha,q2,sambalpur district,TOTAL,2608509,4696196507
8040,4,2021,Odisha,q2,kalahandi district,TOTAL,1937182,4092365112
8041,5,2021,Odisha,q2,anugul district,TOTAL,3164512,6629061184
8042,6,2021,Odisha,q2,ganjam district,TOTAL,7627913,16847721822
8043,7,2021,Odisha,q2,jajapur district,TOTAL,5656119,10463482057
8044,8,2021,Odisha,q2,bargarh district,TOTAL,1645651,3738223459
8045,9,2021,Odisha,q2,dhenkanal district,TOTAL,2643521,5071739031
8046,10,2021,Odisha,q2,bhadrak district,TOTAL,3607884,6934665842
8047,11,2021,Odisha,q2,nuapada district,TOTAL,575643,1419954694
8048,12,2021,Odisha,q2,kendujhar district,TOTAL,3840405,8414558964
8049,13,2021,Odisha,q2,mayurbhanj district,TOTAL,2518601,4822603779
8050,14,2021,Odisha,q2,jharsuguda district,TOTAL,1975532,3575096265
8051,15,2021,Odisha,q2,kandhamal district,TOTAL,1337203,2643241576
8052,16,2021,Odisha,q2,deogarh district,TOTAL,312612,710519513
8053,17,2021,Odisha,q2,sundargarh district,TOTAL,4098648,7912972843
8054,18,2021,Odisha,q2,jagatsinghapur district,TOTAL,3117688,5877965111
8055,19,2021,Odisha,q2,balangir district,TOTAL,1937619,4234458587
8056,20,2021,Odisha,q2,baleshwar district,TOTAL,5228480,10295354117
8057,21,2021,Odisha,q2,puri district,TOTAL,4549183,8010886850
8058,22,2021,Odisha,q2,sonepur district,TOTAL,716848,1750553184
8059,23,2021,Odisha,q2,khordha district,TOTAL,51729539,85083429988
8060,24,2021,Odisha,q2,boudh district,TOTAL,467496,1140110013
8061,25,2021,Odisha,q2,gajapati district,TOTAL,866454,2207862999
