,Unnamed: 0,year,state,quarter,name,type,count,amount
3510,15,2021,Haryana,q2,sirsa district,TOTAL,1608624,4366016287
3511,16,2021,Haryana,q2,mewat district,TOTAL,4011429,9985192716
3512,17,2021,Haryana,q2,panipat district,TOTAL,4781725,10716524259
3513,18,2021,Haryana,q2,gurugram district,TOTAL,32311326,39938868048
3514,19,2021,Haryana,q2,kaithal district,TOTAL,1115241,3361028624
3515,20,2021,Haryana,q2,kurukshetra district,TOTAL,2888055,6319003500
3516,21,2021,Haryana,q2,jhajjar district,TOTAL,2947357,6840921926
3517,0,2021,Haryana,q3,yamunanagar district,TOTAL,1645578,3389970834
3518,1,2021,Haryana,q3,sonipat district,TOTAL,7173052,14357121850
3519,2,2021,Haryana,q3,jind district,TOTAL,1850342,5031028937
3520,3,2021,Haryana,q3,rohtak district,TOTAL,4615616,10168683402
3521,4,2021,Haryana,q3,faridabad district,TOTAL,19367342,30608591108
3522,5,2021,Haryana,q3,mahendragarh district,TOTAL,3395777,7301706022
3523,6,2021,Haryana,q3,hisar district,TOTAL,5215891,12437366867
3524,7,2021,Haryana,q3,karnal district,TOTAL,4403307,8835919266
3525,8,2021,Haryana,q3,fatehabad district,TOTAL,1376222,3397455787
3526,9,2021,Haryana,q3,palwal district,TOTAL,5875612,10372287086
3527,10,2021,Haryana,q3,charkhi dadri district,TOTAL,836718,2300260232
3528,11,2021,Haryana,q3,ambala district,TOTAL,3571542,6863762736
3529,12,2021,Haryana,q3,rewari district,TOTAL,7225396,12146892238
3530,13,2021,Haryana,q3,panchkula district,TOTAL,1687993,3102317466
3531,14,2021,Haryana,q3,bhiwani district,TOTAL,2813880,7537025745
3532,15,2021,Haryana,q3,sirsa district,TOTAL,2082195,5060911913
3533,16,2021,Haryana,q3,mewat district,TOTAL,5054460,11174788501
3534,17,2021,Haryana,q3,panipat district,TOTAL,6120958,12577188572
3535,18,2021,Haryana,q3,gurugram district,TOTAL,47680658,55914389975
3536,19,2021,Haryana,q3,kaithal district,TOTAL,1318837,3485425651
3537,20,2021,Haryana,q3,kurukshetra district,TOTAL,3292588,6684284264
3538,21,2021,Haryana,q3,jhajjar district,TOTAL,3855729,8079713807
3539,0,2021,Haryana,q4,yamunanagar district,TOTAL,2005594,4432197772
3540,1,2021,Haryana,q4,sonipat district,TOTAL,8588386,18170993285
3541,2,2021,Haryana,q4,jind district,TOTAL,2259248,6816681202
3542,3,2021,Haryana,q4,rohtak district,TOTAL,5544335,13098837016
3543,4,2021,Haryana,q4,faridabad district,TOTAL,23169872,38292223252
3544,5,2021,Haryana,q4,mahendragarh district,TOTAL,4181692,9914590330
3545,6,2021,Haryana,q4,hisar district,TOTAL,6193863,16081687128
3546,7,2021,Haryana,q4,karnal district,TOTAL,5416815,11527031602
3547,8,2021,Haryana,q4,fatehabad district,TOTAL,1625730,4609405749
3548,9,2021,Haryana,q4,palwal district,TOTAL,7384842,13860018395
3549,10,2021,Haryana,q4,charkhi dadri district,TOTAL,1043359,3067273214
3550,11,2021,Haryana,q4,ambala district,TOTAL,4375829,8691950949
3551,12,2021,Haryana,q4,rewari district,TOTAL,8487387,15492946893
3552,13,2021,Haryana,q4,panchkula district,TOTAL,2002888,3658626138
3553,14,2021,Haryana,q4,bhiwani district,TOTAL,3472532,10151556218
3554,15,2021,Haryana,q4,sirsa district,TOTAL,2446496,6559405967
3555,16,2021,Haryana,q4,mewat district,TOTAL,6907605,14906046920
3556,17,2021,Haryana,q4,panipat district,TOTAL,7419868,16276012823
3557,18,2021,Haryana,q4,gurugram district,TOTAL,56754843,69593103273
3558,19,2021,Haryana,q4,kaithal district,TOTAL,1588180,4762264446
3559,20,2021,Haryana,q4,kurukshetra district,TOTAL,4001894,8695022744
3560,21,2021,Haryana,q4,jhajjar district,TOTAL,4815717,10582723986
3561,0,2022,Haryana,q1,yamunanagar district,TOTAL,2253333,4786194824
3562,1,2022,Haryana,q1,sonipat district,TOTAL,9614092,19484490398
3563,2,2022,Haryana,q1,jind district,TOTAL,2576211,7336008431
3564,3,2022,Haryana,q1,rohtak district,TOTAL,6268896,14421297234
3565,4,2022,Haryana,q1,faridabad district,TOTAL,25918817,42896865211
3566,5,2022,Haryana,q1,mahendragarh district,TOTAL,4634666,10481118324
3567,6,2022,Haryana,q1,hisar district,TOTAL,7216543,18068574001
3568,7,2022,Haryana,q1,karnal district,TOTAL,6097787,12324299905
3569,8,2022,Haryana,q1,fatehabad district,TOTAL,1857156,5055875001
3570,9,2022,Haryana,q1,palwal district,TOTAL,8401353,15280812571
3571,10,2022,Haryana,q1,charkhi dadri district,TOTAL,1198361,3394984317
3572,11,2022,Haryana,q1,ambala district,TOTAL,4660808,8760751717
3573,12,2022,Haryana,q1,rewari district,TOTAL,9346086,16678823765
3574,13,2022,Haryana,q1,panchkula district,TOTAL,2183923,3869505496
3575,14,2022,Haryana,q1,bhiwani district,TOTAL,3961445,10910190978
3576,15,2022,Haryana,q1,sirsa district,TOTAL,2831725,7379924150
3577,16,2022,Haryana,q1,mewat district,TOTAL,8788025,17806136969
3578,17,2022,Haryana,q1,panipat district,TOTAL,9264902,19020193909
3579,18,2022,Haryana,q1,gurugram district,TOTAL,63282822,77508209557
3580,19,2022,Haryana,q1,kaithal district,TOTAL,1752259,4991707456
3581,20,2022,Haryana,q1,kurukshetra district,TOTAL,4494806,9312857727
3582,21,2022,Haryana,q1,jhajjar district,TOTAL,5384593,11535220710
3583,0,2018,Himachal-pradesh,q1,solan district,TOTAL,118881,146873607
3584,1,2018,Himachal-pradesh,q1,sirmaur district,TOTAL,37721,43579534
3585,2,2018,Himachal-pradesh,q1,shimla district,TOTAL,54161,84375527
3586,3,2018,Himachal-pradesh,q1,bilaspur district,TOTAL,21880,20215587
3587,4,2018,Himachal-pradesh,q1,hamirpur district,TOTAL,32709,37506250
3588,5,2018,Himachal-pradesh,q1,una district,TOTAL,39070,48375222
3589,6,2018,Himachal-pradesh,q1,kangra district,TOTAL,62061,83269925
3590,7,2018,Himachal-pradesh,q1,kullu district,TOTAL,23978,36599343
3591,8,2018,Himachal-pradesh,q1,mandi district,TOTAL,44169,50308276
3592,9,2018,Himachal-pradesh,q1,lahul and spiti district,TOTAL,335,441405
3593,10,2018,Himachal-pradesh,q1,chamba district,TOTAL,41138,69091184
3594,11,2018,Himachal-pradesh,q1,kinnaur district,TOTAL,5815,8101945
3595,0,2018,Himachal-pradesh,q2,solan district,TOTAL,166516,254576423
3596,1,2018,Himachal-pradesh,q2,sirmaur district,TOTAL,53040,77059908
3597,2,2018,Himachal-pradesh,q2,shimla district,TOTAL,82195,162202103
3598,3,2018,Himachal-pradesh,q2,bilaspur district,TOTAL,30705,41392934
3599,4,2018,Himachal-pradesh,q2,hamirpur district,TOTAL,41507,63207300
3600,5,2018,Himachal-pradesh,q2,una district,TOTAL,51637,81025669
3601,6,2018,Himachal-pradesh,q2,kangra district,TOTAL,97426,172859755
3602,7,2018,Himachal-pradesh,q2,kullu district,TOTAL,39948,96624850
3603,8,2018,Himachal-pradesh,q2,mandi district,TOTAL,58415,85994890
3604,9,2018,Himachal-pradesh,q2,lahul and spiti district,TOTAL,774,1438358
3605,10,2018,Himachal-pradesh,q2,chamba district,TOTAL,55922,125825521
3606,11,2018,Himachal-pradesh,q2,kinnaur district,TOTAL,9610,20961590
3607,0,2018,Himachal-pradesh,q3,solan district,TOTAL,229164,373018057
3608,1,2018,Himachal-pradesh,q3,sirmaur district,TOTAL,78762,124334577
3609,2,2018,Himachal-pradesh,q3,shimla district,TOTAL,109765,261701779
3610,3,2018,Himachal-pradesh,q3,bilaspur district,TOTAL,37993,56133327
3611,4,2018,Himachal-pradesh,q3,hamirpur district,TOTAL,58022,90529572
3612,5,2018,Himachal-pradesh,q3,una district,TOTAL,73766,150521417
3613,6,2018,Himachal-pradesh,q3,kangra district,TOTAL,123560,243834957
3614,7,2018,Himachal-pradesh,q3,kullu district,TOTAL,40813,95127773
3615,8,2018,Himachal-pradesh,q3,mandi district,TOTAL,74604,128941896
3616,9,2018,Himachal-pradesh,q3,lahul and spiti district,TOTAL,972,2922830
3617,10,2018,Himachal-pradesh,q3,chamba district,TOTAL,44858,190977335
3618,11,2018,Himachal-pradesh,q3,kinnaur district,TOTAL,14475,35997911
3619,0,2018,Himachal-pradesh,q4,solan district,TOTAL,347191,577618789
3620,1,2018,Himachal-pradesh,q4,sirmaur district,TOTAL,122707,199344354
3621,2,2018,Himachal-pradesh,q4,shimla district,TOTAL,156832,396860638
3622,3,2018,Himachal-pradesh,q4,bilaspur district,TOTAL,51395,92955686
3623,4,2018,Himachal-pradesh,q4,hamirpur district,TOTAL,76300,146948802
3624,5,2018,Himachal-pradesh,q4,una district,TOTAL,110312,222928341
3625,6,2018,Himachal-pradesh,q4,kangra district,TOTAL,187764,414603050
3626,7,2018,Himachal-pradesh,q4,kullu district,TOTAL,64285,157752015
3627,8,2018,Himachal-pradesh,q4,mandi district,TOTAL,109661,203827486
3628,9,2018,Himachal-pradesh,q4,lahul and spiti district,TOTAL,1015,2322169
3629,10,2018,Himachal-pradesh,q4,chamba district,TOTAL,63298,160650917
3630,11,2018,Himachal-pradesh,q4,kinnaur district,TOTAL,17123,45486721
3631,0,2019,Himachal-pradesh,q1,solan district,TOTAL,626201,733453989
3632,1,2019,Himachal-pradesh,q1,sirmaur district,TOTAL,174812,238804558
3633,2,2019,Himachal-pradesh,q1,shimla district,TOTAL,363648,708861957
3634,3,2019,Himachal-pradesh,q1,bilaspur district,TOTAL,73141,109483746
3635,4,2019,Himachal-pradesh,q1,hamirpur district,TOTAL,126323,189186708
3636,5,2019,Himachal-pradesh,q1,una district,TOTAL,151550,232335415
3637,6,2019,Himachal-pradesh,q1,kangra district,TOTAL,266655,478900507
3638,7,2019,Himachal-pradesh,q1,kullu district,TOTAL,92009,187262819
3639,8,2019,Himachal-pradesh,q1,mandi district,TOTAL,167637,287549708
3640,9,2019,Himachal-pradesh,q1,lahul and spiti district,TOTAL,897,2325336
3641,10,2019,Himachal-pradesh,q1,chamba district,TOTAL,104811,170503559
3642,11,2019,Himachal-pradesh,q1,kinnaur district,TOTAL,21034,42813143
3643,0,2019,Himachal-pradesh,q2,solan district,TOTAL,481957,783011938
3644,1,2019,Himachal-pradesh,q2,sirmaur district,TOTAL,127208,220885810
3645,2,2019,Himachal-pradesh,q2,shimla district,TOTAL,807095,1698682743
3646,3,2019,Himachal-pradesh,q2,bilaspur district,TOTAL,68748,128917342
3647,4,2019,Himachal-pradesh,q2,hamirpur district,TOTAL,150149,270178390
3648,5,2019,Himachal-pradesh,q2,una district,TOTAL,105685,189321648
3649,6,2019,Himachal-pradesh,q2,kangra district,TOTAL,295433,591536935
3650,7,2019,Himachal-pradesh,q2,kullu district,TOTAL,129068,331174039
3651,8,2019,Himachal-pradesh,q2,mandi district,TOTAL,245467,464902889
3652,9,2019,Himachal-pradesh,q2,lahul and spiti district,TOTAL,1324,3494809
3653,10,2019,Himachal-pradesh,q2,chamba district,TOTAL,62922,128008869
3654,11,2019,Himachal-pradesh,q2,kinnaur district,TOTAL,27250,65768562
3655,0,2019,Himachal-pradesh,q3,solan district,TOTAL,563580,919355818
3656,1,2019,Himachal-pradesh,q3,sirmaur district,TOTAL,154972,258531497
3657,2,2019,Himachal-pradesh,q3,shimla district,TOTAL,695970,1981429214
3658,3,2019,Himachal-pradesh,q3,bilaspur district,TOTAL,88416,142694744
3659,4,2019,Himachal-pradesh,q3,hamirpur district,TOTAL,187716,301844559
3660,5,2019,Himachal-pradesh,q3,una district,TOTAL,134630,227364592
3661,6,2019,Himachal-pradesh,q3,kangra district,TOTAL,373339,645470163
3662,7,2019,Himachal-pradesh,q3,kullu district,TOTAL,146216,316994314
3663,8,2019,Himachal-pradesh,q3,mandi district,TOTAL,262386,545822137
3664,9,2019,Himachal-pradesh,q3,lahul and spiti district,TOTAL,3227,6393535
3665,10,2019,Himachal-pradesh,q3,chamba district,TOTAL,87489,151224161
3666,11,2019,Himachal-pradesh,q3,kinnaur district,TOTAL,37239,74894048
3667,0,2019,Himachal-pradesh,q4,solan district,TOTAL,693523,1168760137
3668,1,2019,Himachal-pradesh,q4,sirmaur district,TOTAL,190673,324766028
3669,2,2019,Himachal-pradesh,q4,shimla district,TOTAL,900252,2553513821
3670,3,2019,Himachal-pradesh,q4,bilaspur district,TOTAL,114888,204391758
3671,4,2019,Himachal-pradesh,q4,hamirpur district,TOTAL,258323,429776010
3672,5,2019,Himachal-pradesh,q4,una district,TOTAL,173510,293924768
3673,6,2019,Himachal-pradesh,q4,kangra district,TOTAL,492277,877780658
3674,7,2019,Himachal-pradesh,q4,kullu district,TOTAL,204518,442222672
3675,8,2019,Himachal-pradesh,q4,mandi district,TOTAL,332554,678830304
3676,9,2019,Himachal-pradesh,q4,lahul and spiti district,TOTAL,4141,8457291
3677,10,2019,Himachal-pradesh,q4,chamba district,TOTAL,111755,196209094
3678,11,2019,Himachal-pradesh,q4,kinnaur district,TOTAL,40232,92530995
3679,0,2020,Himachal-pradesh,q1,solan district,TOTAL,821088,1293083622
3680,1,2020,Himachal-pradesh,q1,sirmaur district,TOTAL,240485,386990850
3681,2,2020,Himachal-pradesh,q1,shimla district,TOTAL,1115491,2725598845
3682,3,2020,Himachal-pradesh,q1,bilaspur district,TOTAL,144278,226926312
3683,4,2020,Himachal-pradesh,q1,hamirpur district,TOTAL,247878,312050565
3684,5,2020,Himachal-pradesh,q1,una district,TOTAL,208785,305641992
3685,6,2020,Himachal-pradesh,q1,kangra district,TOTAL,569437,836283217
3686,7,2020,Himachal-pradesh,q1,kullu district,TOTAL,245803,451467538
3687,8,2020,Himachal-pradesh,q1,mandi district,TOTAL,357222,582031760
3688,9,2020,Himachal-pradesh,q1,lahul and spiti district,TOTAL,6942,9701823
3689,10,2020,Himachal-pradesh,q1,chamba district,TOTAL,139862,213171895
3690,11,2020,Himachal-pradesh,q1,kinnaur district,TOTAL,47209,76518332
3691,0,2020,Himachal-pradesh,q2,solan district,TOTAL,808170,1165900725
3692,1,2020,Himachal-pradesh,q2,sirmaur district,TOTAL,281385,405760137
3693,2,2020,Himachal-pradesh,q2,shimla district,TOTAL,1090361,2702081598
3694,3,2020,Himachal-pradesh,q2,bilaspur district,TOTAL,191375,284432330
3695,4,2020,Himachal-pradesh,q2,hamirpur district,TOTAL,283099,412476793
3696,5,2020,Himachal-pradesh,q2,una district,TOTAL,271636,407244006
3697,6,2020,Himachal-pradesh,q2,kangra district,TOTAL,800587,1148113745
3698,7,2020,Himachal-pradesh,q2,kullu district,TOTAL,211730,311597475
3699,8,2020,Himachal-pradesh,q2,mandi district,TOTAL,476844,764632317
3700,9,2020,Himachal-pradesh,q2,lahul and spiti district,TOTAL,15943,25815249
3701,10,2020,Himachal-pradesh,q2,chamba district,TOTAL,195242,282218982
3702,11,2020,Himachal-pradesh,q2,kinnaur district,TOTAL,69358,126631406
3703,0,2020,Himachal-pradesh,q3,solan district,TOTAL,1025251,1684944863
3704,1,2020,Himachal-pradesh,q3,sirmaur district,TOTAL,327646,558556838
3705,2,2020,Himachal-pradesh,q3,shimla district,TOTAL,1285819,3273522194
3706,3,2020,Himachal-pradesh,q3,bilaspur district,TOTAL,202526,342802525
3707,4,2020,Himachal-pradesh,q3,hamirpur district,TOTAL,330684,570857451
3708,5,2020,Himachal-pradesh,q3,una district,TOTAL,351065,649892232
3709,6,2020,Himachal-pradesh,q3,kangra district,TOTAL,874419,1454881899
3710,7,2020,Himachal-pradesh,q3,kullu district,TOTAL,256926,493361636
3711,8,2020,Himachal-pradesh,q3,mandi district,TOTAL,510105,917547335
3712,9,2020,Himachal-pradesh,q3,lahul and spiti district,TOTAL,25549,48465701
3713,10,2020,Himachal-pradesh,q3,chamba district,TOTAL,219469,362005462
3714,11,2020,Himachal-pradesh,q3,kinnaur district,TOTAL,80417,159215879
3715,0,2020,Himachal-pradesh,q4,solan district,TOTAL,1429031,2365446849
3716,1,2020,Himachal-pradesh,q4,sirmaur district,TOTAL,443100,785448896
3717,2,2020,Himachal-pradesh,q4,shimla district,TOTAL,1481567,3532549313
3718,3,2020,Himachal-pradesh,q4,bilaspur district,TOTAL,275513,518335917
3719,4,2020,Himachal-pradesh,q4,hamirpur district,TOTAL,431123,781165089
3720,5,2020,Himachal-pradesh,q4,una district,TOTAL,449443,882226488
3721,6,2020,Himachal-pradesh,q4,kangra district,TOTAL,1184008,2119401488
3722,7,2020,Himachal-pradesh,q4,kullu district,TOTAL,468786,964080437
3723,8,2020,Himachal-pradesh,q4,mandi district,TOTAL,671714,1247938156
3724,9,2020,Himachal-pradesh,q4,lahul and spiti district,TOTAL,29377,52449016
3725,10,2020,Himachal-pradesh,q4,chamba district,TOTAL,304032,507880011
3726,11,2020,Himachal-pradesh,q4,kinnaur district,TOTAL,104634,232131448
3727,0,2021,Himachal-pradesh,q1,solan district,TOTAL,1415611,2334165843
3728,1,2021,Himachal-pradesh,q1,sirmaur district,TOTAL,451501,789668057
3729,2,2021,Himachal-pradesh,q1,shimla district,TOTAL,1871647,3621617005
3730,3,2021,Himachal-pradesh,q1,bilaspur district,TOTAL,256578,504967322
3731,4,2021,Himachal-pradesh,q1,hamirpur district,TOTAL,416499,720857279
3732,5,2021,Himachal-pradesh,q1,una district,TOTAL,490374,941158055
3733,6,2021,Himachal-pradesh,q1,kangra district,TOTAL,1122291,2006571077
3734,7,2021,Himachal-pradesh,q1,kullu district,TOTAL,550514,1212317568
3735,8,2021,Himachal-pradesh,q1,mandi district,TOTAL,659769,1258330266
3736,9,2021,Himachal-pradesh,q1,lahul and spiti district,TOTAL,22364,43174794
3737,10,2021,Himachal-pradesh,q1,chamba district,TOTAL,273886,510880053
3738,11,2021,Himachal-pradesh,q1,kinnaur district,TOTAL,82995,176839591
3739,0,2021,Himachal-pradesh,q2,solan district,TOTAL,1658067,2575741415
3740,1,2021,Himachal-pradesh,q2,sirmaur district,TOTAL,567339,922354065
3741,2,2021,Himachal-pradesh,q2,shimla district,TOTAL,2474329,4402623044
3742,3,2021,Himachal-pradesh,q2,bilaspur district,TOTAL,322915,613068902
3743,4,2021,Himachal-pradesh,q2,hamirpur district,TOTAL,551934,946105070
3744,5,2021,Himachal-pradesh,q2,una district,TOTAL,634078,1174326755
3745,6,2021,Himachal-pradesh,q2,kangra district,TOTAL,1399606,2443026330
3746,7,2021,Himachal-pradesh,q2,kullu district,TOTAL,510109,966612055
3747,8,2021,Himachal-pradesh,q2,mandi district,TOTAL,832152,1488270046
3748,9,2021,Himachal-pradesh,q2,lahul and spiti district,TOTAL,42389,84447426
3749,10,2021,Himachal-pradesh,q2,chamba district,TOTAL,364270,617691720
3750,11,2021,Himachal-pradesh,q2,kinnaur district,TOTAL,126714,261367711
3751,0,2021,Himachal-pradesh,q3,solan district,TOTAL,2183306,3233240075
3752,1,2021,Himachal-pradesh,q3,sirmaur district,TOTAL,681413,1083275309
3753,2,2021,Himachal-pradesh,q3,shimla district,TOTAL,3421673,6296627880
3754,3,2021,Himachal-pradesh,q3,bilaspur district,TOTAL,364475,689922524
3755,4,2021,Himachal-pradesh,q3,hamirpur district,TOTAL,626711,1085444383
3756,5,2021,Himachal-pradesh,q3,una district,TOTAL,799861,1417386871
3757,6,2021,Himachal-pradesh,q3,kangra district,TOTAL,1671112,2887492722
3758,7,2021,Himachal-pradesh,q3,kullu district,TOTAL,730794,1573258668
3759,8,2021,Himachal-pradesh,q3,mandi district,TOTAL,945135,1753985904
3760,9,2021,Himachal-pradesh,q3,lahul and spiti district,TOTAL,66765,166377010
3761,10,2021,Himachal-pradesh,q3,chamba district,TOTAL,426381,769418423
3762,11,2021,Himachal-pradesh,q3,kinnaur district,TOTAL,146541,353832302
3763,0,2021,Himachal-pradesh,q4,solan district,TOTAL,2640011,3757890500
3764,1,2021,Himachal-pradesh,q4,sirmaur district,TOTAL,847647,1363383254
3765,2,2021,Himachal-pradesh,q4,shimla district,TOTAL,3957985,7356261502
3766,3,2021,Himachal-pradesh,q4,bilaspur district,TOTAL,430870,844889572
3767,4,2021,Himachal-pradesh,q4,hamirpur district,TOTAL,717321,1262408332
3768,5,2021,Himachal-pradesh,q4,una district,TOTAL,1048351,1936766072
3769,6,2021,Himachal-pradesh,q4,kangra district,TOTAL,2130139,3830143760
3770,7,2021,Himachal-pradesh,q4,kullu district,TOTAL,1078809,2242410726
3771,8,2021,Himachal-pradesh,q4,mandi district,TOTAL,1092862,2082662004
3772,9,2021,Himachal-pradesh,q4,lahul and spiti district,TOTAL,59045,138242899
3773,10,2021,Himachal-pradesh,q4,chamba district,TOTAL,507614,926400610
3774,11,2021,Himachal-pradesh,q4,kinnaur district,TOTAL,156210,394761270
3775,0,2022,Himachal-pradesh,q1,solan district,TOTAL,2993489,3959375876
3776,1,2022,Himachal-pradesh,q1,sirmaur district,TOTAL,962227,1517999109
3777,2,2022,Himachal-pradesh,q1,shimla district,TOTAL,4441906,7362840551
3778,3,2022,Himachal-pradesh,q1,bilaspur district,TOTAL,472169,885425010
3779,4,2022,Himachal-pradesh,q1,hamirpur district,TOTAL,751389,1264679769
3780,5,2022,Himachal-pradesh,q1,una district,TOTAL,1164923,2030776989
3781,6,2022,Himachal-pradesh,q1,kangra district,TOTAL,2261593,3907092916
3782,7,2022,Himachal-pradesh,q1,kullu district,TOTAL,1100232,2108742823
3783,8,2022,Himachal-pradesh,q1,mandi district,TOTAL,1201568,2151083002
3784,9,2022,Himachal-pradesh,q1,lahul and spiti district,TOTAL,46144,90886776
3785,10,2022,Himachal-pradesh,q1,chamba district,TOTAL,544135,943937757
3786,11,2022,Himachal-pradesh,q1,kinnaur district,TOTAL,148405,295606863
3787,0,2018,Jammu-_-kashmir,q1,muzaffarabad district,TOTAL,13,14560
3788,1,2018,Jammu-_-kashmir,q1,doda district,TOTAL,4108,7065930
3789,2,2018,Jammu-_-kashmir,q1,samba district,TOTAL,14795,21534891
3790,3,2018,Jammu-_-kashmir,q1,mirpur district,TOTAL,1320,3052182
3791,4,2018,Jammu-_-kashmir,q1,srinagar district,TOTAL,47285,62676257
3792,5,2018,Jammu-_-kashmir,q1,baramulla district,TOTAL,83775,44215018
3793,6,2018,Jammu-_-kashmir,q1,jammu district,TOTAL,81381,127452979
3794,7,2018,Jammu-_-kashmir,q1,ganderbal district,TOTAL,20571,9107650
3795,8,2018,Jammu-_-kashmir,q1,udhampur district,TOTAL,17620,31451872
3796,9,2018,Jammu-_-kashmir,q1,bandipore district,TOTAL,38208,11885514
3797,10,2018,Jammu-_-kashmir,q1,reasi district,TOTAL,7433,12816155
3798,11,2018,Jammu-_-kashmir,q1,shopian district,TOTAL,5083,3598499
3799,12,2018,Jammu-_-kashmir,q1,poonch district,TOTAL,398963,509120439
3800,13,2018,Jammu-_-kashmir,q1,kathua district,TOTAL,17643,22353839
3801,14,2018,Jammu-_-kashmir,q1,kishtwar district,TOTAL,2054,3514300
3802,15,2018,Jammu-_-kashmir,q1,pulwama district,TOTAL,35793,24777476
3803,16,2018,Jammu-_-kashmir,q1,ramban district,TOTAL,5326,7284249
3804,17,2018,Jammu-_-kashmir,q1,rajouri district,TOTAL,10199,16045672
3805,18,2018,Jammu-_-kashmir,q1,kulgam district,TOTAL,23587,9213671
3806,19,2018,Jammu-_-kashmir,q1,budgam district,TOTAL,50748,36218454
3807,20,2018,Jammu-_-kashmir,q1,anantnag district,TOTAL,64478,24885721
3808,21,2018,Jammu-_-kashmir,q1,kupwara district,TOTAL,11185,17085910
3809,0,2018,Jammu-_-kashmir,q2,muzaffarabad district,TOTAL,75,368823
3810,1,2018,Jammu-_-kashmir,q2,doda district,TOTAL,7631,16114372
3811,2,2018,Jammu-_-kashmir,q2,samba district,TOTAL,20917,36387041
3812,3,2018,Jammu-_-kashmir,q2,mirpur district,TOTAL,1885,4089199
3813,4,2018,Jammu-_-kashmir,q2,srinagar district,TOTAL,92244,140893316
3814,5,2018,Jammu-_-kashmir,q2,baramulla district,TOTAL,188100,100055918
3815,6,2018,Jammu-_-kashmir,q2,jammu district,TOTAL,112434,232232788
3816,7,2018,Jammu-_-kashmir,q2,ganderbal district,TOTAL,41415,24295330
3817,8,2018,Jammu-_-kashmir,q2,udhampur district,TOTAL,27804,60326675
3818,9,2018,Jammu-_-kashmir,q2,bandipore district,TOTAL,64888,26799257
3819,10,2018,Jammu-_-kashmir,q2,reasi district,TOTAL,11296,27106631
3820,11,2018,Jammu-_-kashmir,q2,shopian district,TOTAL,8017,8454706
3821,12,2018,Jammu-_-kashmir,q2,poonch district,TOTAL,891298,1627868128
3822,13,2018,Jammu-_-kashmir,q2,kathua district,TOTAL,25411,39744879
3823,14,2018,Jammu-_-kashmir,q2,kishtwar district,TOTAL,3797,10312057
3824,15,2018,Jammu-_-kashmir,q2,pulwama district,TOTAL,54034,53382826
3825,16,2018,Jammu-_-kashmir,q2,ramban district,TOTAL,7715,14388162
3826,17,2018,Jammu-_-kashmir,q2,rajouri district,TOTAL,17110,40023702
3827,18,2018,Jammu-_-kashmir,q2,kulgam district,TOTAL,30822,17711008
3828,19,2018,Jammu-_-kashmir,q2,budgam district,TOTAL,89823,77122240
3829,20,2018,Jammu-_-kashmir,q2,anantnag district,TOTAL,70838,43529509
3830,21,2018,Jammu-_-kashmir,q2,kupwara district,TOTAL,28772,49999670
3831,0,2018,Jammu-_-kashmir,q3,muzaffarabad district,TOTAL,211,581879
3832,1,2018,Jammu-_-kashmir,q3,doda district,TOTAL,12645,34027591
3833,2,2018,Jammu-_-kashmir,q3,samba district,TOTAL,28728,62913581
3834,3,2018,Jammu-_-kashmir,q3,mirpur district,TOTAL,2789,7804798
3835,4,2018,Jammu-_-kashmir,q3,srinagar district,TOTAL,154314,270405877
3836,5,2018,Jammu-_-kashmir,q3,baramulla district,TOTAL,210619,195960360
3837,6,2018,Jammu-_-kashmir,q3,jammu district,TOTAL,145123,376452715
3838,7,2018,Jammu-_-kashmir,q3,ganderbal district,TOTAL,52136,55650498
3839,8,2018,Jammu-_-kashmir,q3,udhampur district,TOTAL,37014,92258255
3840,9,2018,Jammu-_-kashmir,q3,bandipore district,TOTAL,87129,60815663
3841,10,2018,Jammu-_-kashmir,q3,reasi district,TOTAL,16409,42269614
3842,11,2018,Jammu-_-kashmir,q3,shopian district,TOTAL,8156,13724387
3843,12,2018,Jammu-_-kashmir,q3,poonch district,TOTAL,1189512,2093062576
3844,13,2018,Jammu-_-kashmir,q3,kathua district,TOTAL,35991,65729743
3845,14,2018,Jammu-_-kashmir,q3,kishtwar district,TOTAL,5911,14394239
3846,15,2018,Jammu-_-kashmir,q3,pulwama district,TOTAL,65491,93862000
3847,16,2018,Jammu-_-kashmir,q3,ramban district,TOTAL,13585,31095427
3848,17,2018,Jammu-_-kashmir,q3,rajouri district,TOTAL,25458,73897455
3849,18,2018,Jammu-_-kashmir,q3,kulgam district,TOTAL,36648,38482884
3850,19,2018,Jammu-_-kashmir,q3,budgam district,TOTAL,74691,120545227
3851,20,2018,Jammu-_-kashmir,q3,anantnag district,TOTAL,69967,95642801
3852,21,2018,Jammu-_-kashmir,q3,kupwara district,TOTAL,31434,95123431
3853,0,2018,Jammu-_-kashmir,q4,muzaffarabad district,TOTAL,267,1159496
3854,1,2018,Jammu-_-kashmir,q4,doda district,TOTAL,16990,50665169
3855,2,2018,Jammu-_-kashmir,q4,samba district,TOTAL,43623,110909698
3856,3,2018,Jammu-_-kashmir,q4,mirpur district,TOTAL,4525,17198502
3857,4,2018,Jammu-_-kashmir,q4,srinagar district,TOTAL,144970,329216330
3858,5,2018,Jammu-_-kashmir,q4,baramulla district,TOTAL,109702,212164677
3859,6,2018,Jammu-_-kashmir,q4,jammu district,TOTAL,226829,670989049
